user_hash,created_at,action,gender,age_band,channel
U001763,2025-10-19T19:11:42Z,like,F,60s,app
U002320,2025-10-19T19:11:45Z,view,M,20s,app
U002375,2025-10-19T19:12:34Z,login,M,30s,app
U003902,2025-10-19T19:12:36Z,login,F,30s,app
U000073,2025-10-19T19:13:21Z,login,F,20s,web
U002447,2025-10-19T19:14:54Z,view,M,50s,web
U002686,2025-10-19T19:15:00Z,view,M,50s,app
U003764,2025-10-19T19:16:16Z,login,F,30s,web
U002029,2025-10-19T19:16:33Z,comment,M,40s,web
U000181,2025-10-19T19:17:04Z,view,M,20s,web
U002042,2025-10-19T19:17:54Z,view,F,30s,web
U002244,2025-10-19T19:29:54Z,view,M,40s,web
U000434,2025-10-19T19:31:21Z,login,M,40s,web
U002679,2025-10-19T19:34:03Z,login,F,40s,app
U003893,2025-10-19T19:35:47Z,view,M,40s,app
U003787,2025-10-19T19:36:28Z,view,F,30s,app
U003343,2025-10-19T19:39:06Z,like,M,30s,app
U000333,2025-10-19T19:41:21Z,view,M,30s,app
U001436,2025-10-19T19:42:15Z,login,M,20s,app
U003859,2025-10-19T19:42:39Z,view,M,40s,app
U003693,2025-10-19T19:43:36Z,view,M,20s,web
U003671,2025-10-19T19:45:25Z,login,M,40s,app
U000782,2025-10-19T19:45:38Z,purchase,F,40s,app
U001398,2025-10-19T19:47:27Z,view,F,30s,web
U002345,2025-10-19T19:49:09Z,comment,M,30s,app
U001453,2025-10-19T19:49:51Z,login,F,40s,app
U002833,2025-10-19T19:50:14Z,login,M,30s,app
U000174,2025-10-19T19:51:00Z,view,F,40s,app
U001851,2025-10-19T19:53:42Z,comment,M,20s,app
U001320,2025-10-19T19:53:53Z,login,M,20s,web
U003825,2025-10-19T19:54:11Z,view,M,20s,app
U002285,2025-10-19T19:54:33Z,purchase,F,20s,app
U003180,2025-10-19T19:55:29Z,login,F,20s,web
U000875,2025-10-19T19:55:47Z,view,M,20s,app
U000627,2025-10-19T19:58:38Z,view,M,50s,web
U001011,2025-10-19T20:03:43Z,view,M,30s,app
U003875,2025-10-19T20:05:23Z,view,F,50s,app
U003198,2025-10-19T20:06:16Z,comment,M,40s,app
U001407,2025-10-19T20:06:41Z,view,M,20s,web
U003437,2025-10-19T20:08:12Z,view,F,20s,app
U003992,2025-10-19T20:11:18Z,view,F,20s,web
U003768,2025-10-19T20:11:22Z,like,F,20s,app
U003125,2025-10-19T20:11:42Z,like,F,20s,web
U001734,2025-10-19T20:14:52Z,view,F,30s,app
U003797,2025-10-19T20:15:53Z,like,M,30s,web
U001307,2025-10-19T20:15:53Z,login,M,60s,app
U001876,2025-10-19T20:16:30Z,comment,M,60s,web
U001724,2025-10-19T20:16:53Z,login,F,30s,app
U000334,2025-10-19T20:17:57Z,comment,F,40s,web
U003854,2025-10-19T20:19:08Z,view,F,50s,web
U001985,2025-10-19T20:20:56Z,view,M,30s,app
U003471,2025-10-19T20:21:42Z,comment,M,30s,app
U000990,2025-10-19T20:21:58Z,view,F,30s,app
U002182,2025-10-19T20:25:38Z,like,M,30s,web
U001508,2025-10-19T20:28:01Z,view,F,30s,app
U000384,2025-10-19T20:28:18Z,login,M,30s,app
U000273,2025-10-19T20:28:58Z,comment,F,20s,app
U003596,2025-10-19T20:29:10Z,login,F,30s,app
U001477,2025-10-19T20:31:19Z,like,M,20s,app
U000288,2025-10-19T20:31:24Z,login,F,20s,app
U000287,2025-10-19T20:32:40Z,login,F,30s,web
U000170,2025-10-19T20:34:05Z,login,F,20s,app
U000507,2025-10-19T20:34:49Z,login,F,30s,app
U003919,2025-10-19T20:36:36Z,login,M,60s,web
U002646,2025-10-19T20:38:45Z,login,M,30s,app
U003505,2025-10-19T20:39:09Z,view,M,30s,app
U003234,2025-10-19T20:39:51Z,comment,M,30s,app
U002973,2025-10-19T20:40:18Z,login,M,30s,web
U001345,2025-10-19T20:41:36Z,login,M,20s,web
U000188,2025-10-19T20:44:00Z,comment,M,50s,web
U003657,2025-10-19T20:44:02Z,login,M,20s,app
U001242,2025-10-19T20:47:22Z,login,F,20s,web
U002389,2025-10-19T20:48:02Z,like,F,30s,web
U001496,2025-10-19T20:48:34Z,login,F,30s,web
U002457,2025-10-19T20:50:02Z,comment,M,50s,app
U003216,2025-10-19T20:50:18Z,comment,M,20s,web
U000874,2025-10-19T20:50:43Z,like,M,30s,app
U001717,2025-10-19T20:52:51Z,comment,F,20s,app
U002785,2025-10-19T20:53:31Z,view,F,30s,web
U003727,2025-10-19T20:56:52Z,login,M,40s,app
U002145,2025-10-19T20:58:26Z,like,M,20s,web
U000225,2025-10-19T21:00:27Z,login,F,20s,app
U003118,2025-10-19T21:00:46Z,like,F,20s,web
U000636,2025-10-19T21:04:33Z,login,M,40s,web
U001191,2025-10-19T21:06:07Z,login,M,30s,app
U000304,2025-10-19T21:06:50Z,view,M,20s,app
U001936,2025-10-19T21:06:58Z,comment,M,30s,app
U003576,2025-10-19T21:07:44Z,comment,M,20s,app
U002415,2025-10-19T21:08:46Z,login,F,20s,web
U000188,2025-10-19T21:09:28Z,view,M,50s,web
U003487,2025-10-19T21:10:56Z,login,M,20s,web
U003164,2025-10-19T21:11:02Z,comment,F,30s,web
U003349,2025-10-19T21:11:18Z,login,F,30s,app
U001574,2025-10-19T21:15:36Z,view,M,10s,web
U003181,2025-10-19T21:15:50Z,comment,M,20s,app
U003684,2025-10-19T21:17:17Z,view,M,20s,app
U000334,2025-10-19T21:17:55Z,view,F,40s,web
U000032,2025-10-19T21:18:41Z,login,F,20s,app
U002515,2025-10-19T21:19:09Z,view,F,50s,app
U001724,2025-10-19T21:19:41Z,view,F,30s,app
U002020,2025-10-19T21:21:07Z,login,F,10s,app
U001623,2025-10-19T21:23:11Z,comment,M,20s,app
U001999,2025-10-19T21:24:33Z,view,M,20s,web
U003423,2025-10-19T21:26:02Z,view,F,40s,web
U003219,2025-10-19T21:26:40Z,login,M,50s,web
U001046,2025-10-19T21:27:38Z,login,M,20s,web
U001772,2025-10-19T21:27:42Z,view,M,40s,app
U000375,2025-10-19T21:29:51Z,login,M,30s,app
U002766,2025-10-19T21:33:13Z,login,F,20s,app
U002102,2025-10-19T21:33:42Z,view,F,30s,web
U002241,2025-10-19T21:34:03Z,purchase,F,20s,app
U002398,2025-10-19T21:35:49Z,login,M,20s,web
U000843,2025-10-19T21:35:59Z,view,F,20s,web
U003141,2025-10-19T21:38:50Z,login,F,50s,web
U003225,2025-10-19T21:38:54Z,view,M,50s,web
U002758,2025-10-19T21:39:14Z,login,F,30s,web
U002269,2025-10-19T21:39:29Z,view,F,20s,web
U000813,2025-10-19T21:39:46Z,like,F,30s,web
U000532,2025-10-19T21:40:04Z,view,F,20s,app
U001916,2025-10-19T21:40:38Z,view,F,20s,app
U002944,2025-10-19T21:42:00Z,view,M,30s,app
U001174,2025-10-19T21:42:09Z,view,M,40s,app
U002420,2025-10-19T21:43:42Z,login,M,20s,web
U002804,2025-10-19T21:43:48Z,comment,M,20s,web
U000815,2025-10-19T21:44:00Z,login,M,30s,web
U001404,2025-10-19T21:45:45Z,like,F,20s,web
U001177,2025-10-19T21:46:10Z,view,M,20s,app
U000002,2025-10-19T21:46:46Z,login,F,40s,app
U000178,2025-10-19T21:48:31Z,like,M,20s,web
U002586,2025-10-19T21:49:44Z,comment,M,30s,web
U000763,2025-10-19T21:51:17Z,login,F,20s,app
U001556,2025-10-19T21:51:48Z,view,M,20s,app
U001196,2025-10-19T21:53:32Z,login,M,40s,web
U000921,2025-10-19T21:55:00Z,view,F,50s,app
U000517,2025-10-19T21:55:26Z,comment,M,40s,web
U003544,2025-10-19T21:56:34Z,like,F,30s,app
U002927,2025-10-19T21:56:36Z,like,M,10s,app
U000516,2025-10-19T22:00:04Z,login,F,30s,app
U001664,2025-10-19T22:00:10Z,login,F,50s,app
U002756,2025-10-19T22:00:36Z,comment,M,30s,app
U001241,2025-10-19T22:01:09Z,like,M,30s,app
U000228,2025-10-19T22:02:19Z,login,M,30s,web
U000410,2025-10-19T22:02:24Z,view,M,30s,app
U002775,2025-10-19T22:04:48Z,view,M,30s,app
U003519,2025-10-19T22:05:33Z,view,F,30s,web
U001742,2025-10-19T22:07:24Z,comment,M,20s,web
U003905,2025-10-19T22:10:56Z,like,M,50s,web
U003542,2025-10-19T22:11:56Z,comment,M,30s,web
U001958,2025-10-19T22:13:22Z,view,F,20s,web
U002948,2025-10-19T22:13:43Z,login,M,40s,app
U001724,2025-10-19T22:14:09Z,like,F,30s,app
U002475,2025-10-19T22:15:29Z,comment,F,20s,web
U000535,2025-10-19T22:16:54Z,like,F,30s,web
U003148,2025-10-19T22:18:35Z,view,F,20s,app
U000463,2025-10-19T22:19:07Z,login,F,20s,web
U001820,2025-10-19T22:19:32Z,view,F,30s,web
U002758,2025-10-19T22:20:24Z,like,F,30s,web
U003077,2025-10-19T22:20:27Z,login,M,20s,app
U003395,2025-10-19T22:22:07Z,view,F,50s,app
U003715,2025-10-19T22:23:20Z,view,F,30s,web
U001292,2025-10-19T22:23:21Z,view,F,30s,app
U000354,2025-10-19T22:23:38Z,login,M,60s,web
U001752,2025-10-19T22:23:46Z,login,M,20s,web
U002251,2025-10-19T22:23:53Z,view,M,40s,web
U001587,2025-10-19T22:25:20Z,view,M,30s,web
U000342,2025-10-19T22:27:41Z,view,F,20s,web
U001314,2025-10-19T22:28:28Z,view,F,30s,app
U001145,2025-10-19T22:29:57Z,login,F,20s,web
U002245,2025-10-19T22:31:55Z,view,M,30s,web
U002282,2025-10-19T22:35:53Z,view,M,30s,web
U002766,2025-10-19T22:39:02Z,login,F,20s,app
U000988,2025-10-19T22:41:31Z,like,M,20s,app
U003414,2025-10-19T22:42:32Z,view,M,20s,web
U002912,2025-10-19T22:42:39Z,login,F,10s,app
U001024,2025-10-19T22:42:43Z,view,F,30s,app
U000689,2025-10-19T22:46:53Z,login,M,20s,web
U003185,2025-10-19T22:46:59Z,view,M,40s,web
U000407,2025-10-19T22:47:48Z,login,M,30s,web
U002415,2025-10-19T22:48:18Z,login,F,20s,web
U002740,2025-10-19T22:48:21Z,login,M,20s,web
U003307,2025-10-19T22:48:48Z,login,F,20s,app
U000181,2025-10-19T22:50:16Z,login,M,20s,web
U003198,2025-10-19T22:50:20Z,view,M,40s,app
U002418,2025-10-19T22:50:23Z,login,F,30s,web
U002585,2025-10-19T22:52:20Z,login,F,50s,web
U003014,2025-10-19T22:53:32Z,view,F,40s,app
U001027,2025-10-19T22:53:56Z,login,M,20s,web
U001509,2025-10-19T22:53:57Z,login,F,20s,app
U000575,2025-10-19T22:54:11Z,like,F,30s,web
U001159,2025-10-19T22:57:03Z,purchase,F,30s,web
U002652,2025-10-19T22:57:41Z,login,M,30s,app
U000625,2025-10-19T22:58:22Z,login,M,20s,web
U002902,2025-10-19T22:59:24Z,view,F,40s,web
U000214,2025-10-19T22:59:33Z,like,F,20s,app
U003072,2025-10-19T23:00:48Z,like,M,10s,web
U000819,2025-10-19T23:04:05Z,view,M,40s,app
U003941,2025-10-19T23:04:45Z,view,M,30s,app
U000404,2025-10-19T23:05:50Z,view,F,20s,web
U000733,2025-10-19T23:08:45Z,comment,M,50s,app
U003370,2025-10-19T23:10:08Z,login,M,20s,web
U003202,2025-10-19T23:10:38Z,view,F,40s,web
U000465,2025-10-19T23:11:14Z,view,M,20s,web
U000437,2025-10-19T23:11:48Z,view,F,50s,app
U002875,2025-10-19T23:13:05Z,like,F,20s,app
U002172,2025-10-19T23:13:32Z,comment,M,30s,app
U001296,2025-10-19T23:14:41Z,view,M,40s,web
U002760,2025-10-19T23:15:12Z,login,F,10s,web
U000888,2025-10-19T23:17:33Z,view,F,40s,web
U002608,2025-10-19T23:18:47Z,login,F,50s,app
U003178,2025-10-19T23:21:16Z,like,F,50s,web
U003784,2025-10-19T23:21:35Z,like,M,20s,app
U001132,2025-10-19T23:22:29Z,view,M,50s,app
U002936,2025-10-19T23:23:08Z,comment,M,30s,app
U000522,2025-10-19T23:23:27Z,login,M,30s,web
U003941,2025-10-19T23:27:06Z,view,M,30s,app
U003688,2025-10-19T23:29:32Z,login,F,20s,app
U002630,2025-10-19T23:31:02Z,like,M,50s,web
U003822,2025-10-19T23:31:35Z,login,M,30s,app
U001326,2025-10-19T23:31:48Z,view,F,30s,app
U000081,2025-10-19T23:32:33Z,login,M,50s,app
U000920,2025-10-19T23:34:28Z,login,F,30s,web
U002682,2025-10-19T23:36:11Z,login,M,20s,app
U001729,2025-10-19T23:37:21Z,view,M,60s,web
U000263,2025-10-19T23:37:50Z,login,M,50s,app
U000795,2025-10-19T23:38:23Z,like,F,20s,app
U002754,2025-10-19T23:38:51Z,login,F,30s,web
U003371,2025-10-19T23:39:57Z,view,F,30s,web
U003423,2025-10-19T23:40:09Z,login,F,40s,web
U002608,2025-10-19T23:44:40Z,like,F,50s,app
U000009,2025-10-19T23:47:41Z,login,M,40s,app
U001904,2025-10-19T23:48:30Z,comment,F,40s,web
U003179,2025-10-19T23:50:25Z,login,M,30s,web
U003146,2025-10-19T23:50:51Z,login,M,20s,app
U000438,2025-10-19T23:53:16Z,view,M,40s,app
U001381,2025-10-19T23:53:27Z,view,M,30s,app
U002280,2025-10-19T23:54:11Z,view,F,40s,app
U003234,2025-10-19T23:54:40Z,like,M,30s,app
U001966,2025-10-19T23:54:41Z,view,M,50s,app
U003892,2025-10-19T23:54:45Z,purchase,F,20s,app
U002803,2025-10-19T23:55:02Z,login,F,30s,app
U003061,2025-10-19T23:55:56Z,view,M,20s,app
U001976,2025-10-19T23:56:30Z,login,M,40s,app
U002469,2025-10-19T23:57:24Z,login,M,50s,web
U000430,2025-10-20T08:00:48Z,login,F,20s,app
U001695,2025-10-20T08:01:10Z,login,M,40s,web
U003607,2025-10-20T08:03:07Z,like,M,50s,web
U000655,2025-10-20T08:03:23Z,login,F,30s,app
U000584,2025-10-20T08:07:42Z,comment,M,20s,app
U001498,2025-10-20T08:07:59Z,comment,F,20s,web
U000584,2025-10-20T08:09:00Z,purchase,M,20s,app
U001595,2025-10-20T08:09:31Z,view,F,20s,app
U000342,2025-10-20T08:10:11Z,view,F,20s,web
U002229,2025-10-20T08:11:31Z,view,M,20s,app
U000022,2025-10-20T08:12:24Z,view,F,30s,web
U003385,2025-10-20T08:13:22Z,purchase,M,30s,app
U002987,2025-10-20T08:14:56Z,view,M,20s,app
U001081,2025-10-20T08:15:33Z,login,F,20s,web
U000795,2025-10-20T08:15:36Z,login,F,20s,app
U000478,2025-10-20T08:16:42Z,login,F,60s,web
U003763,2025-10-20T08:17:24Z,view,F,40s,app
U001540,2025-10-20T08:17:29Z,login,F,20s,app
U003720,2025-10-20T08:17:57Z,view,M,20s,web
U000526,2025-10-20T08:18:08Z,like,M,30s,web
U000929,2025-10-20T08:18:52Z,view,M,10s,app
U001938,2025-10-20T08:18:58Z,view,M,40s,app
U001866,2025-10-20T08:19:02Z,login,F,30s,web
U001091,2025-10-20T08:19:07Z,comment,M,30s,app
U001461,2025-10-20T08:19:20Z,login,M,30s,app
U002569,2025-10-20T08:19:38Z,view,F,20s,app
U000265,2025-10-20T08:20:59Z,comment,M,30s,web
U003349,2025-10-20T08:21:19Z,login,F,30s,app
U002073,2025-10-20T08:23:03Z,view,F,30s,web
U000940,2025-10-20T08:26:42Z,like,F,20s,app
U000178,2025-10-20T08:27:24Z,login,M,20s,web
U000703,2025-10-20T08:27:36Z,view,F,30s,app
U000412,2025-10-20T08:28:05Z,like,M,50s,app
U003232,2025-10-20T08:31:46Z,view,F,20s,app
U003283,2025-10-20T08:32:59Z,view,M,40s,app
U003049,2025-10-20T08:33:55Z,login,F,40s,web
U003194,2025-10-20T08:34:22Z,purchase,F,30s,web
U003253,2025-10-20T08:34:37Z,view,M,40s,app
U003940,2025-10-20T08:36:25Z,login,M,30s,web
U002672,2025-10-20T08:36:59Z,comment,F,20s,web
U001241,2025-10-20T08:38:12Z,view,M,30s,app
U000158,2025-10-20T08:38:51Z,login,M,40s,web
U000597,2025-10-20T08:40:08Z,view,F,20s,web
U002353,2025-10-20T08:40:40Z,like,M,30s,web
U003925,2025-10-20T08:41:00Z,like,F,30s,app
U003303,2025-10-20T08:44:09Z,login,M,20s,web
U002934,2025-10-20T08:44:27Z,view,M,10s,app
U003032,2025-10-20T08:45:09Z,comment,F,20s,web
U003144,2025-10-20T08:46:09Z,view,M,20s,app
U002143,2025-10-20T08:47:25Z,login,F,30s,app
U000220,2025-10-20T08:48:50Z,view,M,20s,app
U000993,2025-10-20T08:50:03Z,like,M,20s,app
U002408,2025-10-20T08:51:41Z,like,F,30s,app
U002614,2025-10-20T08:54:00Z,view,M,40s,app
U000818,2025-10-20T08:54:43Z,comment,F,30s,app
U002092,2025-10-20T08:54:57Z,login,F,30s,web
U002833,2025-10-20T08:55:22Z,view,M,30s,app
U001104,2025-10-20T08:55:29Z,login,F,20s,web
U002732,2025-10-20T08:55:39Z,like,M,50s,app
U001191,2025-10-20T08:56:20Z,view,M,30s,app
U001309,2025-10-20T08:58:10Z,view,F,20s,app
U003305,2025-10-20T08:58:14Z,view,F,20s,app
U002573,2025-10-20T08:58:20Z,view,F,40s,web
U001533,2025-10-20T09:01:09Z,like,M,60s,app
U000483,2025-10-20T09:01:19Z,view,F,50s,web
U000630,2025-10-20T09:01:52Z,comment,F,40s,app
U002286,2025-10-20T09:07:20Z,view,F,40s,web
U000894,2025-10-20T09:08:00Z,view,M,20s,app
U001806,2025-10-20T09:09:03Z,view,F,40s,app
U000026,2025-10-20T09:09:26Z,purchase,M,20s,web
U002703,2025-10-20T09:10:04Z,like,M,20s,app
U002627,2025-10-20T09:10:55Z,login,F,40s,web
U000516,2025-10-20T09:11:00Z,view,F,30s,app
U001067,2025-10-20T09:11:03Z,like,F,40s,web
U002378,2025-10-20T09:12:25Z,comment,M,50s,web
U001036,2025-10-20T09:12:53Z,view,M,20s,web
U000815,2025-10-20T09:13:33Z,login,M,30s,web
U003477,2025-10-20T09:14:06Z,login,F,30s,app
U001731,2025-10-20T09:14:30Z,login,M,50s,app
U000247,2025-10-20T09:15:11Z,view,M,30s,web
U003288,2025-10-20T09:16:22Z,view,F,30s,app
U001843,2025-10-20T09:17:23Z,login,F,20s,web
U003642,2025-10-20T09:17:27Z,like,M,40s,app
U001829,2025-10-20T09:18:49Z,view,M,50s,web
U003002,2025-10-20T09:19:56Z,view,M,20s,app
U002836,2025-10-20T09:19:58Z,comment,M,30s,app
U002165,2025-10-20T09:20:59Z,view,F,20s,web
U003273,2025-10-20T09:22:30Z,like,M,20s,app
U002601,2025-10-20T09:32:57Z,like,M,30s,app
U003303,2025-10-20T09:32:57Z,login,M,20s,web
U001761,2025-10-20T09:33:23Z,view,M,20s,web
U003227,2025-10-20T09:33:34Z,view,M,40s,web
U002976,2025-10-20T09:34:02Z,purchase,F,50s,app
U001477,2025-10-20T09:36:37Z,view,M,20s,app
U001311,2025-10-20T09:36:44Z,login,F,20s,app
U003671,2025-10-20T09:37:34Z,comment,M,40s,app
U002782,2025-10-20T09:40:07Z,view,F,20s,web
U003273,2025-10-20T09:40:07Z,login,M,20s,app
U002274,2025-10-20T09:41:08Z,purchase,F,20s,app
U002842,2025-10-20T09:41:50Z,like,M,40s,app
U000839,2025-10-20T09:42:42Z,view,M,40s,app
U000679,2025-10-20T09:43:27Z,view,M,30s,app
U003570,2025-10-20T09:43:32Z,view,M,50s,web
U001964,2025-10-20T09:46:32Z,view,M,10s,web
U003978,2025-10-20T09:47:25Z,login,M,20s,app
U002274,2025-10-20T09:47:52Z,view,F,20s,app
U000288,2025-10-20T09:47:56Z,view,F,20s,app
U001847,2025-10-20T09:48:27Z,like,M,40s,app
U000187,2025-10-20T09:48:57Z,like,M,20s,web
U001635,2025-10-20T09:49:37Z,view,F,30s,app
U003310,2025-10-20T09:53:47Z,purchase,M,20s,app
U001731,2025-10-20T09:54:23Z,login,M,50s,app
U001287,2025-10-20T09:55:42Z,view,M,30s,web
U001127,2025-10-20T09:55:44Z,login,M,20s,web
U001066,2025-10-20T09:57:39Z,login,M,30s,app
U001695,2025-10-20T09:57:42Z,view,M,40s,web
U000444,2025-10-20T09:58:31Z,view,M,20s,app
U002230,2025-10-20T10:00:08Z,purchase,F,20s,web
U002418,2025-10-20T10:06:39Z,login,F,30s,web
U000335,2025-10-20T10:07:49Z,view,M,30s,app
U000260,2025-10-20T10:08:09Z,like,M,20s,web
U000094,2025-10-20T10:08:26Z,view,F,30s,app
U002951,2025-10-20T10:08:29Z,view,M,20s,web
U003112,2025-10-20T10:08:55Z,login,F,40s,web
U000756,2025-10-20T10:09:34Z,comment,M,30s,web
U000399,2025-10-20T10:10:58Z,like,M,30s,web
U003018,2025-10-20T10:11:14Z,login,F,20s,app
U003884,2025-10-20T10:13:33Z,login,F,30s,web
U000948,2025-10-20T10:17:27Z,login,F,30s,web
U003429,2025-10-20T10:18:34Z,login,F,10s,app
U001809,2025-10-20T10:19:04Z,view,M,20s,web
U000203,2025-10-20T10:19:12Z,view,F,30s,app
U000879,2025-10-20T10:19:39Z,purchase,M,40s,app
U002649,2025-10-20T10:20:18Z,comment,M,20s,app
U001866,2025-10-20T10:20:44Z,login,F,30s,web
U001257,2025-10-20T10:20:54Z,login,F,20s,web
U002155,2025-10-20T10:21:33Z,login,M,20s,web
U000399,2025-10-20T10:22:53Z,view,M,30s,web
U002847,2025-10-20T10:23:05Z,view,F,20s,app
U002173,2025-10-20T10:23:26Z,view,M,40s,web
U002522,2025-10-20T10:24:12Z,view,F,30s,app
U001140,2025-10-20T10:25:05Z,comment,M,20s,app
U000252,2025-10-20T10:28:24Z,view,F,40s,app
U002311,2025-10-20T10:29:01Z,login,M,40s,app
U000154,2025-10-20T10:30:17Z,view,M,20s,web
U001614,2025-10-20T10:31:26Z,login,M,20s,web
U001105,2025-10-20T10:34:56Z,login,M,20s,web
U000922,2025-10-20T10:35:53Z,comment,M,40s,web
U000843,2025-10-20T10:35:56Z,login,F,20s,web
U003658,2025-10-20T10:36:06Z,login,M,30s,app
U003980,2025-10-20T10:36:18Z,login,F,30s,app
U002677,2025-10-20T10:37:50Z,view,M,30s,web
U000180,2025-10-20T10:38:58Z,login,F,20s,web
U001926,2025-10-20T10:39:00Z,purchase,F,20s,web
U002586,2025-10-20T10:40:14Z,view,M,30s,web
U001210,2025-10-20T10:40:21Z,comment,M,20s,web
U003918,2025-10-20T10:40:44Z,login,F,20s,web
U002745,2025-10-20T10:45:34Z,comment,F,20s,app
U000929,2025-10-20T10:49:20Z,comment,M,10s,app
U002056,2025-10-20T10:50:20Z,view,M,40s,app
U002745,2025-10-20T10:52:24Z,view,F,20s,app
U002090,2025-10-20T10:54:32Z,view,M,40s,web
U001742,2025-10-20T10:54:51Z,purchase,M,20s,web
U003889,2025-10-20T10:55:19Z,comment,M,20s,web
U003804,2025-10-20T10:58:11Z,view,M,30s,web
U003123,2025-10-20T10:58:24Z,login,M,20s,app
U003999,2025-10-20T10:58:40Z,comment,F,10s,app
U001531,2025-10-20T10:58:42Z,comment,F,20s,app
U000705,2025-10-20T10:59:06Z,view,F,40s,web
U003589,2025-10-20T10:59:35Z,like,F,20s,web
U001964,2025-10-20T11:02:49Z,view,M,10s,web
U000130,2025-10-20T11:03:45Z,login,F,10s,app
U001570,2025-10-20T11:03:45Z,view,M,30s,web
U003663,2025-10-20T11:03:53Z,login,M,20s,app
U000710,2025-10-20T11:07:03Z,login,M,30s,app
U002931,2025-10-20T11:08:04Z,view,F,20s,web
U002193,2025-10-20T11:09:10Z,purchase,M,20s,app
U000612,2025-10-20T11:09:15Z,login,M,30s,web
U001861,2025-10-20T11:09:32Z,login,F,20s,web
U003940,2025-10-20T11:09:52Z,view,M,30s,web
U001649,2025-10-20T11:11:25Z,view,M,50s,app
U000379,2025-10-20T11:11:45Z,like,M,40s,app
U002842,2025-10-20T11:12:46Z,comment,M,40s,app
U002113,2025-10-20T11:16:07Z,login,M,30s,app
U001418,2025-10-20T11:17:47Z,view,F,40s,web
U003562,2025-10-20T11:18:19Z,comment,F,20s,app
U000528,2025-10-20T11:19:09Z,view,M,30s,web
U003339,2025-10-20T11:21:28Z,login,M,40s,app
U001045,2025-10-20T11:24:06Z,login,M,30s,web
U001429,2025-10-20T11:25:40Z,like,M,30s,app
U002795,2025-10-20T11:31:13Z,login,F,20s,web
U000121,2025-10-20T11:31:35Z,login,M,40s,app
U003637,2025-10-20T11:31:54Z,view,M,20s,app
U003129,2025-10-20T11:32:18Z,view,M,20s,web
U000922,2025-10-20T11:33:17Z,login,M,40s,web
U000815,2025-10-20T11:33:28Z,view,M,30s,web
U000086,2025-10-20T11:34:43Z,view,F,20s,app
U002142,2025-10-20T11:36:46Z,login,F,60s,app
U003706,2025-10-20T11:37:05Z,view,M,20s,web
U003732,2025-10-20T11:44:04Z,login,F,40s,web
U000560,2025-10-20T11:45:45Z,login,F,30s,web
U001999,2025-10-20T11:46:54Z,view,M,20s,web
U001105,2025-10-20T11:47:02Z,login,M,20s,web
U003269,2025-10-20T11:47:58Z,login,F,30s,web
U002091,2025-10-20T11:49:11Z,view,M,40s,app
U000100,2025-10-20T11:49:20Z,login,F,30s,app
U000530,2025-10-20T11:50:39Z,purchase,F,40s,app
U001841,2025-10-20T11:51:34Z,view,M,50s,web
U002956,2025-10-20T11:51:47Z,purchase,M,40s,web
U000675,2025-10-20T11:51:50Z,view,F,10s,app
U003864,2025-10-20T11:53:11Z,comment,M,30s,web
U001615,2025-10-20T11:53:41Z,login,M,30s,web
U000051,2025-10-20T11:54:50Z,purchase,F,40s,app
U001195,2025-10-20T11:55:45Z,view,M,10s,app
U003345,2025-10-20T11:57:30Z,view,M,30s,web
U001952,2025-10-20T11:58:46Z,login,M,40s,app
U003666,2025-10-20T11:59:44Z,comment,F,20s,app
U000838,2025-10-20T11:59:45Z,view,F,20s,web
U002714,2025-10-20T11:59:57Z,comment,F,30s,web
U001512,2025-10-20T12:00:03Z,comment,F,20s,web
U003636,2025-10-20T12:01:01Z,login,M,10s,web
U002670,2025-10-20T12:01:10Z,login,F,40s,app
U000275,2025-10-20T12:01:10Z,purchase,M,50s,web
U003629,2025-10-20T12:02:35Z,view,F,30s,app
U002691,2025-10-20T12:03:08Z,like,M,30s,web
U002887,2025-10-20T12:03:09Z,login,M,30s,app
U003959,2025-10-20T12:03:26Z,purchase,M,30s,app
U002135,2025-10-20T12:03:42Z,comment,M,40s,web
U000664,2025-10-20T12:06:15Z,comment,M,40s,web
U000517,2025-10-20T12:07:28Z,view,M,40s,web
U003022,2025-10-20T12:08:58Z,view,F,30s,web
U002784,2025-10-20T12:09:41Z,view,F,20s,app
U003963,2025-10-20T12:10:20Z,login,M,50s,app
U002003,2025-10-20T12:11:13Z,view,F,30s,web
U002559,2025-10-20T12:11:15Z,purchase,F,20s,app
U002372,2025-10-20T12:12:02Z,comment,M,20s,app
U003496,2025-10-20T12:12:12Z,login,F,40s,app
U001317,2025-10-20T12:12:34Z,login,F,30s,app
U000083,2025-10-20T12:16:28Z,like,F,30s,web
U000020,2025-10-20T12:19:51Z,comment,F,20s,web
U001918,2025-10-20T12:22:15Z,view,F,20s,app
U000786,2025-10-20T12:23:53Z,view,F,30s,app
U000523,2025-10-20T12:23:59Z,comment,F,40s,app
U002979,2025-10-20T12:26:06Z,view,F,20s,web
U001174,2025-10-20T12:26:52Z,view,M,40s,app
U000002,2025-10-20T12:28:34Z,comment,F,40s,app
U002760,2025-10-20T12:29:13Z,like,F,10s,web
U003253,2025-10-20T12:29:15Z,comment,M,40s,app
U000393,2025-10-20T12:31:58Z,view,F,20s,app
U003437,2025-10-20T12:33:12Z,comment,F,20s,app
U002758,2025-10-20T12:33:15Z,purchase,F,30s,web
U000684,2025-10-20T12:33:47Z,view,M,30s,app
